TRUCRS ID,Name,Carrier Number,Carrier Type,Complies,Date Certificate Printed,ZEV Fleet,Email,URL,Address,Phone,Date Parsed,Year,Month,Year-Month
266201,46 Logistics Inc,4408222,USDOT Number,TB,2025-05-23 5:44:58,N,,,,,2025-05-143 05:44:00,2025,5,2025-05
266200,Jose Luis Rodriguez Lopez,3258467,USDOT Number,TB,2025-05-23 5:25:08,N,,,,,2025-05-143 05:25:00,2025,5,2025-05
218643,SMR EXPRESS LLC,381618,CA Number,TB,2025-05-23 5:18:12,N,,,,,2025-05-143 05:18:00,2025,5,2025-05
218643,MILLENIA AERO CORP,1848807,USDOT Number,TB,2025-05-23 5:18:12,N,,,,,2025-05-143 05:18:00,2025,5,2025-05
218643,simic logistics inc,MC669556,Other,TB,2025-05-23 5:18:12,N,,,,,2025-05-143 05:18:00,2025,5,2025-05
250327,SSK Freight LLC,3539873,USDOT Number,TB,2025-05-23 5:12:48,N,,,,,2025-05-143 05:12:00,2025,5,2025-05
230974,Robal Inc.,3508657,USDOT Number,TB,2025-05-23 5:09:05,N,,,,,2025-05-143 05:09:00,2025,5,2025-05
200415,PLATOFF LOGISTICS INC,628369,CA Number,ACF/TB,2025-05-23 5:06:58,N,,,,,2025-05-143 05:06:00,2025,5,2025-05
164591,GYC TRUCKING LLC,645195,CA Number,TB,2025-05-23 4:23:39,N,,,,,2025-05-143 04:23:00,2025,5,2025-05
205840,DOMS TOWING,1684438,USDOT Number,TB,2025-05-23 3:25:10,N,,,,,2025-05-143 03:25:00,2025,5,2025-05
266194,LMK TRANSPORTATION,,CA Number,ACF,2025-05-23 3:11:36,N,,,,,2025-05-143 03:11:00,2025,5,2025-05
266164,3 GOODMEN TRANSPORT INC,3893324,USDOT Number,TB,2025-05-23 3:03:56,N,,,,,2025-05-143 03:03:00,2025,5,2025-05
230191,BLUE EAGLE TRANSPORT,593977,CA Number,TB,2025-05-23 2:56:43,N,,,,,2025-05-143 02:56:00,2025,5,2025-05
230191,ARMAAN CARGO INC,3711325,USDOT Number,TB,2025-05-23 2:56:43,N,,,,,2025-05-143 02:56:00,2025,5,2025-05
248857,T A CARTAGE INC,4070314,USDOT Number,TB,2025-05-23 2:33:54,N,,,,,2025-05-143 02:33:00,2025,5,2025-05
266195,HABIBI LOCO INC,3898891,USDOT Number,TB,2025-05-23 2:33:36,N,,,,,2025-05-143 02:33:00,2025,5,2025-05
40659,R K TRUCKLINE INC,387942,CA Number,TB,2025-05-23 2:29:33,N,,,,,2025-05-143 02:29:00,2025,5,2025-05
40659,Bairod Transportation Inc,2139268,USDOT Number,TB,2025-05-23 2:29:33,N,,,,,2025-05-143 02:29:00,2025,5,2025-05
40659,PPV Auto Group LLC dba Priority One Tow,wp02112,IRP Number,TB,2025-05-23 2:29:33,N,,,,,2025-05-143 02:29:00,2025,5,2025-05
257474,Eagle Edge Transportation Inc,4279834,USDOT Number,TB,2025-05-23 1:59:19,N,,,,,2025-05-143 01:59:00,2025,5,2025-05
266174,"METRO TOWING, INC.",44984W3,CA Number,TB,2025-05-23 1:53:07,N,,,,,2025-05-143 01:53:00,2025,5,2025-05
180942,MARIO'S TRUCKING,3220755,USDOT Number,ACF/TB,2025-05-23 1:34:16,N,,,,,2025-05-143 01:34:00,2025,5,2025-05
260284,PV TRANSPORT GROUP INC,325790,CA Number,TB,2025-05-23 1:13:59,N,,,,,2025-05-143 01:13:00,2025,5,2025-05
266189,Marlinspike Transport LLC,4357246,USDOT Number,TB,2025-05-23 1:08:32,N,,,,,2025-05-143 01:08:00,2025,5,2025-05
239899,DINGER MAJRA TRANS INC,3217212,USDOT Number,TB,2025-05-22 12:52:46,N,,,,,2025-05-142 12:52:00,2025,5,2025-05
266143,EMPIRE FREIGHT SYSTEM INC,3967320,USDOT Number,TB,2025-05-22 12:50:42,N,,,,,2025-05-142 12:50:00,2025,5,2025-05
263530,REGSAM CORP,53554,USDOT Number,ACF/TB,2025-05-22 12:46:41,N,,,,,2025-05-142 12:46:00,2025,5,2025-05
248927,TURAN LINE INC,3957754,USDOT Number,ACF/TB,2025-05-22 12:40:40,N,,,,,2025-05-142 12:40:00,2025,5,2025-05
242115,ADD EXPRESS INC.,121039,IRP Number,TB,2025-05-22 12:37:49,N,,,,,2025-05-142 12:37:00,2025,5,2025-05
242115,LONGMIRE LOGISTICS INC,3728854,USDOT Number,TB,2025-05-22 12:37:49,N,,,,,2025-05-142 12:37:00,2025,5,2025-05
242115,MAHAL EXPRESS INC,596385,CA Number,TB,2025-05-22 12:37:49,N,,,,,2025-05-142 12:37:00,2025,5,2025-05
251816,EGL TRANS INC,,CA Number,TB,2025-05-22 12:36:01,N,,,,,2025-05-142 12:36:00,2025,5,2025-05
266139,Mello Farms Trucking LLC,650708,CA Number,TB,2025-05-22 12:30:22,N,,,,,2025-05-142 12:30:00,2025,5,2025-05
266140,BANGA TRANSPORT,3549456,USDOT Number,TB,2025-05-22 12:27:45,N,,,,,2025-05-142 12:27:00,2025,5,2025-05
222951,GJ TRANSFORMATION INC,,CA Number,TB,2025-05-22 12:27:20,N,,,,,2025-05-142 12:27:00,2025,5,2025-05
192975,JG TRANSPORTATION LLC,564651,CA Number,TB,2025-05-22 12:19:02,N,,,,,2025-05-142 12:19:00,2025,5,2025-05
266132,CARLOS AUTO TRANSPORT,4348362,USDOT Number,TB,2025-05-22 12:14:12,N,,,,,2025-05-142 12:14:00,2025,5,2025-05
266137,ELJ TRANSPORT INC,651394,CA Number,TB,2025-05-22 12:03:46,N,,,,,2025-05-142 12:03:00,2025,5,2025-05
266128,US XP INC,MC317588,CA Number,TB,2025-05-22 12:02:55,N,,,,,2025-05-142 12:02:00,2025,5,2025-05
266128,Ponchis Transportation Inc,676573,USDOT Number,TB,2025-05-22 12:02:55,N,,,,,2025-05-142 12:02:00,2025,5,2025-05
259703,Razo Trucking Inc.,568531,CA Number,TB,2025-05-22 12:01:29,N,,,,,2025-05-142 12:01:00,2025,5,2025-05
157705,DR International Logistics,2492471,USDOT Number,TB,2025-05-22 11:51:34,N,,,,,2025-05-142 11:51:00,2025,5,2025-05
266135,LGT EXPRESS INC,4291067,USDOT Number,TB,2025-05-22 11:51:04,N,,,,,2025-05-142 11:51:00,2025,5,2025-05
244653,7 OCEANS TRUCKING INC,387810,CA Number,TB,2025-05-22 11:49:30,N,,,,,2025-05-142 11:49:00,2025,5,2025-05
244653,"Admiral Transfer & Rigging, Inc.",1910889,USDOT Number,TB,2025-05-22 11:49:30,N,,,,,2025-05-142 11:49:00,2025,5,2025-05
244653,Arrow Truck INC,55335,IRP Number,TB,2025-05-22 11:49:30,N,,,,,2025-05-142 11:49:00,2025,5,2025-05
247430,MORZA TRUCKING INC,3477352,USDOT Number,TB,2025-05-22 11:28:51,N,,,,,2025-05-142 11:28:00,2025,5,2025-05
266121,Coop Dawg Trucking LLC,4257153,USDOT Number,TB,2025-05-22 11:09:14,N,,,,,2025-05-142 11:09:00,2025,5,2025-05
266121,MTX CARRIER INC,203275,IRP Number,TB,2025-05-22 11:09:14,N,,,,,2025-05-142 11:09:00,2025,5,2025-05
259252,LUX TRUCKING LLC,,CA Number,TB,2025-05-22 10:48:32,N,,,,,2025-05-142 10:48:00,2025,5,2025-05
266130,52 TRANSPORT INC,4291146,USDOT Number,TB,2025-05-22 10:46:45,N,,,,,2025-05-142 10:46:00,2025,5,2025-05
266126,APACHE WAGON LLC,643498,Other,TB,2025-05-22 10:43:22,N,,,,,2025-05-142 10:43:00,2025,5,2025-05
266126,JP ROADLINE INC,450051,CA Number,TB,2025-05-22 10:43:22,N,,,,,2025-05-142 10:43:00,2025,5,2025-05
266126,Lozano Bros Transport LLC,2196424,USDOT Number,TB,2025-05-22 10:43:22,N,,,,,2025-05-142 10:43:00,2025,5,2025-05
265754,ANR TRANSPORTATION LLC,2717396,USDOT Number,TB,2025-05-22 10:39:08,N,,,,,2025-05-142 10:39:00,2025,5,2025-05
248024,DDP CARGO INC,3362127,USDOT Number,TB,2025-05-22 10:28:54,N,,,,,2025-05-142 10:28:00,2025,5,2025-05
201628,Gocon Logistics LLC,3427544,USDOT Number,TB,2025-05-22 10:04:25,N,,,,,2025-05-142 10:04:00,2025,5,2025-05
217672,EL Trucking Inc,3811321,USDOT Number,TB,2025-05-22 10:03:51,N,,,,,2025-05-142 10:03:00,2025,5,2025-05
219194,POLLITO EXPRESS TRANSPORTATION LLC,630528,CA Number,TB,2025-05-22 9:38:30,N,,,,,2025-05-142 09:38:00,2025,5,2025-05
266123,OLA Trucking LLC,3692502,USDOT Number,TB,2025-05-22 9:19:00,N,,,,,2025-05-142 09:19:00,2025,5,2025-05
266118,JAMBA TRANSPORT INC,,CA Number,TB,2025-05-22 9:01:34,N,,,,,2025-05-142 09:01:00,2025,5,2025-05
266119,Marroquin Transport,3350750,USDOT Number,TB,2025-05-22 8:55:08,N,,,,,2025-05-142 08:55:00,2025,5,2025-05
199434,J Roberson Trucking LLC,477912,CA Number,TB,2025-05-22 8:39:40,N,,,,,2025-05-142 08:39:00,2025,5,2025-05
266115,NAVARROS BROS LLC,3356158,USDOT Number,TB,2025-05-22 8:38:15,N,,,,,2025-05-142 08:38:00,2025,5,2025-05
266117,Hott Transfer,551221,USDOT Number,TB,2025-05-22 8:35:42,N,,,,,2025-05-142 08:35:00,2025,5,2025-05
247020,KERN DELTA WATER DISTRICT,645318,CA Number,TB,2025-05-22 8:25:25,N,,,,,2025-05-142 08:25:00,2025,5,2025-05
228375,ROD4JE,3842927,USDOT Number,ACF/TB,2025-05-22 7:32:52,N,,,,,2025-05-142 07:32:00,2025,5,2025-05
266113,"Empresas Del Bosque, Inc",1727609,USDOT Number,TB,2025-05-22 7:18:08,N,,,,,2025-05-142 07:18:00,2025,5,2025-05
266155,SAYAN TRUCKING LLC,4362870,USDOT Number,TB,2025-05-22 5:51:21,N,,,,,2025-05-142 05:51:00,2025,5,2025-05
254323,LJD EXPRESS INC,638824,CA Number,TB,2025-05-22 5:37:07,N,,,,,2025-05-142 05:37:00,2025,5,2025-05
266154,WALLYWOOD LOGISTICS LLC,658962,CA Number,TB,2025-05-22 5:26:11,N,,,,,2025-05-142 05:26:00,2025,5,2025-05
244016,"STEWART TRANSPORT, INC",3954555,USDOT Number,TB,2025-05-22 5:15:25,N,,,,,2025-05-142 05:15:00,2025,5,2025-05
262216,Mandal Trans,E63329,CA Number,ACF,2025-05-22 5:13:42,Y,,,,,2025-05-142 05:13:00,2025,5,2025-05
131682,G&J TRUCKING LLC,385237,CA Number,TB,2025-05-22 4:46:41,N,,,,,2025-05-142 04:46:00,2025,5,2025-05
227983,24/7 Haulers Inc,4060820,USDOT Number,TB,2025-05-22 4:45:16,N,,,,,2025-05-142 04:45:00,2025,5,2025-05
266152,DANIEL VALDEZ VASQUEZ,4288315,USDOT Number,TB,2025-05-22 4:43:52,N,,,,,2025-05-142 04:43:00,2025,5,2025-05
266150,JK Reyes Trucking INC,4399498,USDOT Number,TB,2025-05-22 3:44:47,N,,,,,2025-05-142 03:44:00,2025,5,2025-05
266149,EL COMPA GUERO TRANS LLC,4240084,USDOT Number,TB,2025-05-22 3:43:37,N,,,,,2025-05-142 03:43:00,2025,5,2025-05
125938,LOPEZ TRUCKING,466717,CA Number,TB,2025-05-22 3:42:00,N,,,,,2025-05-142 03:42:00,2025,5,2025-05
44215,Campora Propane Willow Creek,26808,CA Number,TB,2025-05-22 3:30:11,N,,,,,2025-05-142 03:30:00,2025,5,2025-05
227884,Black Falcon Trucking llc,3705003,USDOT Number,TB,2025-05-22 3:26:46,N,,,,,2025-05-142 03:26:00,2025,5,2025-05
227884,PACIFIC TRANSPORTATION,593958,CA Number,TB,2025-05-22 3:26:46,N,,,,,2025-05-142 03:26:00,2025,5,2025-05
266148,JOHAL TRANSPORT,4174175,USDOT Number,TB,2025-05-22 3:25:06,N,,,,,2025-05-142 03:25:00,2025,5,2025-05
24760,AIM Express Inc,37052,CA Number,TB,2025-05-22 3:21:03,N,,,,,2025-05-142 03:21:00,2025,5,2025-05
220343,INTERNATIONAL IMPACT SERVICE INC,550931,CA Number,TB,2025-05-22 3:20:42,N,,,,,2025-05-142 03:20:00,2025,5,2025-05
266144,"JR Construction & Concrete, Inc.",633360,CA Number,TB,2025-05-22 3:14:14,N,,,,,2025-05-142 03:14:00,2025,5,2025-05
258904,Cesar Velasquez LLC,530977,CA Number,TB,2025-05-22 2:35:31,N,,,,,2025-05-142 02:35:00,2025,5,2025-05
164752,TOWERS AND SONS LLC,2798113,USDOT Number,ACF/TB,2025-05-22 2:33:04,N,,,,,2025-05-142 02:33:00,2025,5,2025-05
266146,RRB Trucking LLC,3306069,USDOT Number,TB,2025-05-22 1:53:18,N,,,,,2025-05-142 01:53:00,2025,5,2025-05
266124,WOODY'S TRANSPORTATION LLC,3572357,USDOT Number,TB,2025-05-22 1:43:50,N,,,,,2025-05-142 01:43:00,2025,5,2025-05
266145,DNAA LOGISTICS INC,2558709,USDOT Number,TB,2025-05-22 1:40:38,N,,,,,2025-05-142 01:40:00,2025,5,2025-05
264784,"PACIFIC COAST SUPPLY, LLC",566416,CA Number,TB,2025-05-22 1:21:49,N,,,,,2025-05-142 01:21:00,2025,5,2025-05
222638,"Western Concrete Pumping, Inc.",3037085,USDOT Number,TB,2025-05-22 1:20:35,N,,,,,2025-05-142 01:20:00,2025,5,2025-05
250743,Cornerstone trucking LLC,87999,CA Number,TB,2025-05-22 1:16:19,N,,,,,2025-05-142 01:16:00,2025,5,2025-05
266136,R & R Trans Inc.,3730275,USDOT Number,TB,2025-05-22 1:06:32,N,,,,,2025-05-142 01:06:00,2025,5,2025-05
253462,Stepstone Inc.,649419,CA Number,TB,2025-05-21 12:52:45,N,,,,,2025-05-141 12:52:00,2025,5,2025-05
266087,Jeffreys Transportation LLC,143298,CA Number,TB,2025-05-21 12:51:25,N,,,,,2025-05-141 12:51:00,2025,5,2025-05
219864,Cabrera Family Trucking LLC,1002114,Other,TB,2025-05-21 12:43:48,N,,,,,2025-05-141 12:43:00,2025,5,2025-05
219864,Freight Life Transport LLC,2748519,USDOT Number,TB,2025-05-21 12:43:48,N,,,,,2025-05-141 12:43:00,2025,5,2025-05
219864,A F F TRANS LLC,344938,CA Number,TB,2025-05-21 12:43:48,N,,,,,2025-05-141 12:43:00,2025,5,2025-05
149168,All Roads In Inc.,456986,CA Number,TB,2025-05-21 12:42:28,N,,,,,2025-05-141 12:42:00,2025,5,2025-05
83136,VICTOR JESUS YAQUE REMON,1971874,USDOT Number,TB,2025-05-21 12:41:13,N,,,,,2025-05-141 12:41:00,2025,5,2025-05
164555,El n F Transport LLC,2537030,USDOT Number,TB,2025-05-21 12:37:01,N,,,,,2025-05-141 12:37:00,2025,5,2025-05
240005,A B A EXPRESS INC,3588879,USDOT Number,TB,2025-05-21 12:36:56,N,,,,,2025-05-141 12:36:00,2025,5,2025-05
250698,Samantha’s Shoes,596082,CA Number,TB,2025-05-21 12:32:39,N,,,,,2025-05-141 12:32:00,2025,5,2025-05
248103,HMB Transport,3886518,USDOT Number,TB,2025-05-21 12:29:32,N,,,,,2025-05-141 12:29:00,2025,5,2025-05
265447,Chagolla Trucking,4320495,USDOT Number,TB,2025-05-21 12:23:36,N,,,,,2025-05-141 12:23:00,2025,5,2025-05
265447,Pink Panthers Inc,1685622,Other,TB,2025-05-21 12:23:36,N,,,,,2025-05-141 12:23:00,2025,5,2025-05
176221,"JRE TRUCKING, INC.",565829,CA Number,TB,2025-05-21 12:12:48,N,,,,,2025-05-141 12:12:00,2025,5,2025-05
254255,GP Globe Logix Inc,3068840,USDOT Number,TB,2025-05-21 12:10:43,N,,,,,2025-05-141 12:10:00,2025,5,2025-05
254255,UCOS LLC,,CA Number,TB,2025-05-21 12:10:43,N,,,,,2025-05-141 12:10:00,2025,5,2025-05
139591,Astana Group LLC,374135,CA Number,TB,2025-05-21 12:05:43,N,,,,,2025-05-141 12:05:00,2025,5,2025-05
249650,PNM Trans Inc,1928605,USDOT Number,TB,2025-05-21 12:00:04,N,,,,,2025-05-141 12:00:00,2025,5,2025-05
249650,RDS Logistics Group,32926,IRP Number,TB,2025-05-21 12:00:04,N,,,,,2025-05-141 12:00:00,2025,5,2025-05
249650,BUKHARA TRANS INC,258447,CA Number,TB,2025-05-21 12:00:04,N,,,,,2025-05-141 12:00:00,2025,5,2025-05
220575,Modern Ginning Co,624316,CA Number,TB,2025-05-21 11:54:35,N,,,,,2025-05-141 11:54:00,2025,5,2025-05
255155,BSG TRANSPORTATION INC,4237586,USDOT Number,TB,2025-05-21 11:53:31,N,,,,,2025-05-141 11:53:00,2025,5,2025-05
266084,Gold Transport,4287938,USDOT Number,TB,2025-05-21 11:49:04,N,,,,,2025-05-141 11:49:00,2025,5,2025-05
255084,Rain Group LLC,571889,CA Number,TB,2025-05-21 11:38:10,N,,,,,2025-05-141 11:38:00,2025,5,2025-05
266078,August 8th LLC,4282270,USDOT Number,TB,2025-05-21 11:34:20,N,,,,,2025-05-141 11:34:00,2025,5,2025-05
266083,England Trucking LLC,4395807,USDOT Number,TB,2025-05-21 11:26:13,N,,,,,2025-05-141 11:26:00,2025,5,2025-05
131424,FERNANDO ALMANZA,277514,CA Number,ACF/TB,2025-05-21 11:24:37,N,,,,,2025-05-141 11:24:00,2025,5,2025-05
131424,ALL STATE HAULING INC,570357,USDOT Number,ACF/TB,2025-05-21 11:24:37,N,,,,,2025-05-141 11:24:00,2025,5,2025-05
266077,Rosario Ramirez,653237,CA Number,TB,2025-05-21 10:59:06,N,,,,,2025-05-141 10:59:00,2025,5,2025-05
164421,Manos Transportation LLC,3040037,USDOT Number,TB,2025-05-21 10:45:03,N,,,,,2025-05-141 10:45:00,2025,5,2025-05
266111,PCS Trucking LLC,4399768,USDOT Number,TB,2025-05-21 10:36:22,N,,,,,2025-05-141 10:36:00,2025,5,2025-05
39927,Avenue 54 Logistics LLC,359662,CA Number,TB,2025-05-21 10:11:11,N,,,,,2025-05-141 10:11:00,2025,5,2025-05
252669,Ruelas Trucking LLC,441736,CA Number,TB,2025-05-21 10:05:36,N,,,,,2025-05-141 10:05:00,2025,5,2025-05
252669,EDRIS MOHAMUD,2397851,USDOT Number,TB,2025-05-21 10:05:36,N,,,,,2025-05-141 10:05:00,2025,5,2025-05
266076,CADENCE PREMIER CARGO INC,4178314,USDOT Number,TB,2025-05-21 10:01:39,N,,,,,2025-05-141 10:01:00,2025,5,2025-05
157889,"Johnson Farms & Trucking, LLC",2946694,USDOT Number,TB,2025-05-21 9:58:40,N,,,,,2025-05-141 09:58:00,2025,5,2025-05
237663,Spades Logistics LLC,370862,CA Number,TB,2025-05-21 9:55:52,N,,,,,2025-05-141 09:55:00,2025,5,2025-05
237663,RED MOUNTAIN TRANSPORT INC,2683378,USDOT Number,TB,2025-05-21 9:55:52,N,,,,,2025-05-141 09:55:00,2025,5,2025-05
23614,P&G TRUCKING INC,563865,CA Number,TB,2025-05-21 9:55:40,N,,,,,2025-05-141 09:55:00,2025,5,2025-05
266110,GARCIAS TIRES,486733,CA Number,TB,2025-05-21 9:50:54,N,,,,,2025-05-141 09:50:00,2025,5,2025-05
266110,Lanic Transportation,2886401,USDOT Number,TB,2025-05-21 9:50:54,N,,,,,2025-05-141 09:50:00,2025,5,2025-05
224860,HOFA TRANSPORTATION LLC,4124175,USDOT Number,TB,2025-05-21 9:36:19,N,,,,,2025-05-141 09:36:00,2025,5,2025-05
224860,JE & Son Trucking,634824,CA Number,TB,2025-05-21 9:36:19,N,,,,,2025-05-141 09:36:00,2025,5,2025-05
266065,Luis Trucking LLC,628596,CA Number,TB,2025-05-21 8:52:57,N,,,,,2025-05-141 08:52:00,2025,5,2025-05
199394,Ape Express Trucking Inc,3231370,USDOT Number,TB,2025-05-21 8:51:03,N,,,,,2025-05-141 08:51:00,2025,5,2025-05
199394,HR AND AM INC,541899,CA Number,TB,2025-05-21 8:51:03,N,,,,,2025-05-141 08:51:00,2025,5,2025-05
233389,BERMUDEZ LOGISTICS LLC,3201579,USDOT Number,TB,2025-05-21 8:40:04,N,,,,,2025-05-141 08:40:00,2025,5,2025-05
266053,CBG TRANSPORT INC,656099,CA Number,TB,2025-05-21 8:30:45,N,,,,,2025-05-141 08:30:00,2025,5,2025-05
243522,CALI EAST INC,853615,USDOT Number,TB,2025-05-21 8:28:23,N,,,,,2025-05-141 08:28:00,2025,5,2025-05
266072,Askar transport inc,3954257,USDOT Number,TB,2025-05-21 7:49:45,N,,,,,2025-05-141 07:49:00,2025,5,2025-05
266108,MT LOGISTIC INC,638413,CA Number,TB,2025-05-21 7:37:53,N,,,,,2025-05-141 07:37:00,2025,5,2025-05
266069,Safe Logistics LLC,1698550,CA Number,TB,2025-05-21 6:59:59,N,,,,,2025-05-141 06:59:00,2025,5,2025-05
256170,"LAGAN Transportation, Inc.",3095460,USDOT Number,TB,2025-05-21 6:38:03,N,,,,,2025-05-141 06:38:00,2025,5,2025-05
266106,Beckmann Trucking LLC,4375936,USDOT Number,TB,2025-05-21 6:11:38,N,,,,,2025-05-141 06:11:00,2025,5,2025-05
266107,Kiren trucking LLC,3992632,USDOT Number,TB,2025-05-21 6:03:37,N,,,,,2025-05-141 06:03:00,2025,5,2025-05
266107,CV transportation Inc,621151,CA Number,TB,2025-05-21 6:03:37,N,,,,,2025-05-141 06:03:00,2025,5,2025-05
265986,Robert Mas Trucking,2965807,USDOT Number,TB,2025-05-21 5:55:28,N,,,,,2025-05-141 05:55:00,2025,5,2025-05
266105,HSV FREIGHTWAYS INC,3259146,USDOT Number,TB,2025-05-21 5:14:15,N,,,,,2025-05-141 05:14:00,2025,5,2025-05
263090,Charger Logistics inc.,654283,CA Number,TB,2025-05-21 4:56:00,N,,,,,2025-05-141 04:56:00,2025,5,2025-05
263090,Premier Truckin Inc,4341416,USDOT Number,TB,2025-05-21 4:56:00,N,,,,,2025-05-141 04:56:00,2025,5,2025-05
198069,JAYKAY TRANSPORT INC,,CA Number,TB,2025-05-21 4:55:02,N,,,,,2025-05-141 04:55:00,2025,5,2025-05
266104,SYY WORLD INC,4291688,USDOT Number,TB,2025-05-21 4:50:56,N,,,,,2025-05-141 04:50:00,2025,5,2025-05
225741,D TORRES TRUCKING INC,1110663,CA Number,TB,2025-05-21 4:42:45,N,,,,,2025-05-141 04:42:00,2025,5,2025-05
119345,OAK INTERMODAL,86876,USDOT Number,ACF/TB,2025-05-21 4:29:50,N,,,,,2025-05-141 04:29:00,2025,5,2025-05
252484,SWEN TRANSPORTATION INC,615629,CA Number,TB,2025-05-21 4:25:03,N,,,,,2025-05-141 04:25:00,2025,5,2025-05
227447,PUNJAB TRANZ INC,3399423,USDOT Number,TB,2025-05-21 4:03:15,N,,,,,2025-05-141 04:03:00,2025,5,2025-05
246359,TN CARGO LLC,3368124,USDOT Number,TB,2025-05-21 3:59:35,N,,,,,2025-05-141 03:59:00,2025,5,2025-05
266099,GM ROADWAYS INC,374042,CA Number,TB,2025-05-21 3:38:31,N,,,,,2025-05-141 03:38:00,2025,5,2025-05
241462,YS TRANS INC,1235721,CA Number,TB,2025-05-21 3:33:10,N,,,,,2025-05-141 03:33:00,2025,5,2025-05
241462,Oscar Denilson Romeo Gonzalez I,584788,CA Number,TB,2025-05-21 3:33:10,N,,,,,2025-05-141 03:33:00,2025,5,2025-05
245504,HYPERSONIC TRUCKS LLC,623967,CA Number,TB,2025-05-21 3:27:17,N,,,,,2025-05-141 03:27:00,2025,5,2025-05
245504,TECT INC,133332,IRP Number,TB,2025-05-21 3:27:17,N,,,,,2025-05-141 03:27:00,2025,5,2025-05
245504,Hollywood Car Carrier Service,3956756,USDOT Number,TB,2025-05-21 3:27:17,N,,,,,2025-05-141 03:27:00,2025,5,2025-05
265732,Central Cactus Carrier Inc,658733,CA Number,TB,2025-05-21 3:08:43,N,,,,,2025-05-141 03:08:00,2025,5,2025-05
183937,Carter Transportation LLC,2808377,USDOT Number,ACF,2025-05-21 3:01:34,N,,,,,2025-05-141 03:01:00,2025,5,2025-05
188420,"Steve and Diana Garcia Trucking, Inc.",590944,CA Number,TB,2025-05-21 2:49:49,N,,,,,2025-05-141 02:49:00,2025,5,2025-05
188420,M QUEZADA TRUCKING LLC,1264060,Other,TB,2025-05-21 2:49:49,N,,,,,2025-05-141 02:49:00,2025,5,2025-05
188420,Eastside Transportation LLC,3658740,USDOT Number,TB,2025-05-21 2:49:49,N,,,,,2025-05-141 02:49:00,2025,5,2025-05
10511,DADWAL TRUCKING INC,391991,CA Number,TB,2025-05-21 2:30:22,N,,,,,2025-05-141 02:30:00,2025,5,2025-05
266095,Nirbhau express inc,3827427,USDOT Number,TB,2025-05-21 2:25:58,N,,,,,2025-05-141 02:25:00,2025,5,2025-05
237853,"Liquid Cargo, Inc",629664,CA Number,TB,2025-05-21 2:18:31,N,,,,,2025-05-141 02:18:00,2025,5,2025-05
237853,CUC Trucking LLC,4073210,USDOT Number,TB,2025-05-21 2:18:31,N,,,,,2025-05-141 02:18:00,2025,5,2025-05
239671,ASKEW INDUSTRIAL CORPORATION,4198807,USDOT Number,TB,2025-05-21 2:14:42,N,,,,,2025-05-141 02:14:00,2025,5,2025-05
149427,"XLG TRANSPORTATION, INC.",668617,USDOT Number,TB,2025-05-21 2:07:29,N,,,,,2025-05-141 02:07:00,2025,5,2025-05
265904,NCR FREIGHT INC,4375656,CA Number,TB,2025-05-21 2:03:26,N,,,,,2025-05-141 02:03:00,2025,5,2025-05
266090,"J&M Towing, LLC",577614,CA Number,TB,2025-05-21 1:55:35,N,,,,,2025-05-141 01:55:00,2025,5,2025-05
266090,MDK TRUCKING INC,3546332,USDOT Number,TB,2025-05-21 1:55:35,N,,,,,2025-05-141 01:55:00,2025,5,2025-05
266091,"FREMONT CONTRACT CARRIERS, INC.",644471,CA Number,TB,2025-05-21 1:39:30,N,,,,,2025-05-141 01:39:00,2025,5,2025-05
30720,GYF Express Inc,371248,CA Number,TB,2025-05-21 1:32:11,N,,,,,2025-05-141 01:32:00,2025,5,2025-05
191392,KURT WEIDE,619398,CA Number,TB,2025-05-21 1:31:22,N,,,,,2025-05-141 01:31:00,2025,5,2025-05
191392,SIGMA TRUCKLINE INC,3974158,USDOT Number,TB,2025-05-21 1:31:22,N,,,,,2025-05-141 01:31:00,2025,5,2025-05
266089,GS EXPRESS TRANSPORT INC,611944,CA Number,TB,2025-05-21 1:04:02,N,,,,,2025-05-141 01:04:00,2025,5,2025-05
143885,Castillo and Sons Trucking,507580,CA Number,TB,2025-05-20 12:56:05,N,,,,,2025-05-140 12:56:00,2025,5,2025-05
243720,UPLYFTING LOGISTICS LLC,2435977,USDOT Number,ACF/TB,2025-05-20 12:50:04,N,,,,,2025-05-140 12:50:00,2025,5,2025-05
243720,ATLAS TRUCKING INC,452433,CA Number,ACF/TB,2025-05-20 12:50:04,N,,,,,2025-05-140 12:50:00,2025,5,2025-05
265981,"Wood Transportation,LLC",,CA Number,TB,2025-05-20 12:47:23,N,,,,,2025-05-140 12:47:00,2025,5,2025-05
251882,"Thompco, Inc.",548114,CA Number,TB,2025-05-20 12:36:15,N,,,,,2025-05-140 12:36:00,2025,5,2025-05
251882,Silver Arrow Transport Co LLC,3288160,USDOT Number,TB,2025-05-20 12:36:15,N,,,,,2025-05-140 12:36:00,2025,5,2025-05
251882,Covarrubias C llc,101711,IRP Number,TB,2025-05-20 12:36:15,N,,,,,2025-05-140 12:36:00,2025,5,2025-05
163159,K & I TRANSPORT INC,3135123,USDOT Number,TB,2025-05-20 12:15:43,N,,,,,2025-05-140 12:15:00,2025,5,2025-05
261895,PRIME WHEELS IL LLC,3063675,USDOT Number,TB,2025-05-20 12:08:25,N,,,,,2025-05-140 12:08:00,2025,5,2025-05
